"入庫番号","ステータス","状態","引取完了日","依頼元","車名","認定型式","車台番号","年式","車色","見積金額","登録番号１","登録番号２","登録番号３","登録番号４","NO","車証","印証","委任","譲渡","自賠","返却部品","営業担当者","入庫場所","引取車輌番号","自社管理番号"
"2400237","通常","入庫済","2024/05/30","全損残価評価システム","ﾀﾝﾄ","DBA-LA600S","LA600S-0152682","201407","ﾌﾞﾗｯｸ系","33000","熊本","585","す","3310","有","有","無","無","無","無","","","","091800H24000237","360546"
"2400239","通常","入庫済","2024/05/30","（株）カーライフ","ﾀﾝﾄ","UA-L350S","L350S-0020405","200402","ﾌﾞﾗｯｸ系","38500","熊本","581","む","6555","有","有","無","無","無","有","","","","091800H24000239","360547"
"2400210","通常","入庫済","2024/05/17","チェレステ　人吉店　個人","ﾜｺﾞﾝR","CBA-MH21S","MH21S-385142","200506","ﾌﾞﾗｯｸ系","35000","熊本","581","い","1299","有","有","無","無","無","無","","","","091800H24000210","360518"
"2400227","通常","入庫済","2024/05/27","全損残価評価システム","ｽﾄﾘｰﾑ","DBA-RN8","RN8-1003074","200708","ﾎﾜｲﾄﾊﾟｰﾙ系","49500","熊本","535","と","625","有","有","無","無","無","有","","","","091800H24000227","360540"
"2400264","通常","入庫済","2024/06/18","ハロービッグハロー個人","N-BOX","DBA-JF1","JF1-1237908","201305","ﾎﾜｲﾄﾊﾟｰﾙ系","35000","熊本","583","い","8859","有","有","無","無","無","無","","","","091800H24000264","360622"
"2400242","通常","入庫済","2024/06/01","チェレステ　人吉店　個人","ﾊﾞﾓｽ･ﾎﾋﾞｵ","GBD-HJ1","HJ1-1200723","200604","ｼﾙﾊﾞｰ系","35000","熊本","480","う","3314","有","有","無","無","無","無","","","","091800H24000242","360602"
"2400219","通常","入庫済","2024/05/22","株式会社イチネン 業務本部業務部 契約管理二課","ｱｸﾃｨ","GBD-HH5","HH5-1506140","200410","ﾎﾜｲﾄ系","33000","熊本","41","や","3165","有","有","無","無","無","有","","","","091800H24000219","360527"
"2400199","通常","入庫済","2024/05/02","日産人吉　営業","ﾄｯﾎﾟ","DBA-H82A","H82A-0505322","201006","ﾋﾟﾝｸ系","35000","熊本","583","い","3963","有","有","無","無","無","有","","","","091800H24000199","360506"
"2400196","通常","入庫済","2024/05/01","カーライフ　個人","ﾗｲﾌ","CBA-JB5","JB5-4369988","200506","ｲｴﾛｰ系","35000","熊本","581","つ","2163","有","有","無","無","無","有","","","","091800H24000196","360504"
"2400243","通常","入庫済","2024/06/03","日産人吉　営業","ﾓｺ","DBA-MG33S","MG33S-134078","201110","ﾌﾞﾙｰ系","35000","熊本","582","せ","879","有","有","無","無","無","無","","","","091800H24000243","360603"
"2400235","通常","入庫済","2024/05/30","（有）平山モータース","ﾀｳﾝﾎﾞｯｸｽ","ABA-U62W","U62W-0601101","200503","ｼﾙﾊﾞｰ系","38500","熊本","581","み","7791","有","有","無","無","無","無","","","","091800H24000235","360543"
"2400214","通常","入庫済","2024/05/11","個人","ﾍﾞﾝﾂ･A","DBA-169032","WDD1690322J120084","200506","ﾎﾜｲﾄ系","54290","熊本","301","は","8436","有","有","有","有","有","無","","","","091800H24000214","360510"
"2400266","通常","入庫済","2024/06/19","個人","ﾐﾗ","DBA-L275S","L275S-0145402","201207","ﾋﾟﾝｸ系","27000","熊本","580","ゆ","8923","有","有","無","無","無","無","","","","091800H24000266","360624"
"2400254","通常","入庫済","2024/06/15","（有）平山モータース","ﾜｺﾞﾝR･ｽﾃｨﾝｸﾞﾚｰ","DBA-MH23S","MH23S-652338","201203","ｼﾙﾊﾞｰ系","38500","熊本","580","も","9598","有","有","無","無","無","無","","","","091800H24000254","360611"
"2400228","通常","入庫済","2024/05/25","ｽｽﾞｷアリーナ八代","ｻﾞｯﾂ","LA-JD1","JD1-1017703","200206","ｼﾙﾊﾞｰ系","38500","熊本","580","そ","3668","無","抹消原本","無","無","無","無","","","","091800H24000228","360534"
"2400289","通常","入庫済","2024/07/03","全損残価評価システム","ﾊｲｴｰｽ","ADF-KDH201V","KDH201-0039704","200902","ﾌﾞﾙｰ系","132000","熊本","400","ち","9383","有","有","無","無","無","有","","","","091800H24000289","360704"
"2400288","通常","入庫済","2024/07/03","全損残価評価システム","ﾜｺﾞﾝR･ｽﾃｨﾝｸﾞﾚｰ","CBA-MH22S","MH22S-522750","200707","ﾌﾞﾗｯｸ系","33000","熊本","582","き","5263","有","有","無","無","無","有","","","","091800H24000288","360703"
"2400218","通常","入庫済","2024/05/21","個人","ｺﾙﾄ･ﾌﾟﾗｽ","DBA-Z23W","Z23W-0607153","201003","ｼﾙﾊﾞｰ系","35000","熊本","530","も","1046","無","抹消原本","無","無","無","無","","","","091800H24000218","360525"
"2400225","通常","入庫済","2024/05/24","日産人吉　営業","ekﾜｺﾞﾝ","UA-H81W","H81W-0701701","200309","ｼﾙﾊﾞｰ系","35000","熊本","580","か","8881","有","有","無","無","無","無","","","","091800H24000225","360533"
"2400285","通常","入庫済","2024/06/29","個人","ﾜｺﾞﾝR","CBA-MH21S","MH21S-826155","200410","ﾌﾞﾗｯｸ系","25000","熊本","580","ぬ","4908","有","有","無","無","無","無","","","","091800H24000285","360643"
"2400283","通常","入庫済","2024/06/28","個人","ｷｬﾘｰ","V-DC51T","DC51T-525918","199708","ﾎﾜｲﾄ系","25000","熊本","480","せ","4130","有","有","無","無","無","無","","","","091800H24000283","360641"
"2400229","通常","入庫済","2024/05/25","ｽｽﾞｷアリーナ八代","ﾗｸﾃｨｽ","DBA-SCP100","SCP100-0080558","200911","ﾎﾜｲﾄ系","66000","熊本","501","の","9972","無","抹消原本","無","無","無","無","","","","091800H24000229","360535"
"2400276","通常","入庫済","2024/06/24","チェレステ　人吉店　個人","ｻﾝﾊﾞｰ","V-KS3","KS3-066651","199212","ﾌﾞﾗｳﾝ系","30000","熊本","480","ほ","9341","有","有","無","無","無","有","","","","091800H24000276","360634"
"2400284","通常","入庫済","2024/06/29","個人","ﾀﾝﾄ","CBA-L375S","L375S-0000836","200801","ﾌﾞﾙｰ系","25000","熊本","582","ち","5392","有","有","無","無","無","無","","","","091800H24000284","360642"
"2400268","通常","入庫済","2024/06/19","マツダ八代インター　営業","ﾌﾚｱ","DBA-MJ34S","MJ34S-100065","201210","ﾌﾞﾙｰ系","35000","熊本","581","さ","5299","有","","無","無","無","無","","","","091800H24000268","360626"
"2400201","通常","入庫済","2024/05/09","全損残価評価システム","ﾜｺﾞﾝR","5BA-MH85S","MH85S-153897","202211","ﾌﾞﾗｳﾝ系","66000","熊本","582","す","5491","有","無","無","無","無","無","","","","091800H24000201","360508"
"2400263","通常","入庫済","2024/06/18","全損残価評価システム","ｴﾌﾞﾘｨ","EBD-DA64V","DA64V-934452","201412","ｼﾙﾊﾞｰ系","33000","熊本","480","つ","658","有","有","無","無","有","有","","","","091800H24000263","360621"
"2400247","通常","入庫済","2024/06/06","個人","ﾀｲﾀﾝ","KC-WGE4T","国-115943","199701","ﾎﾜｲﾄ系","150000","熊本","100","さ","5720","有","有","無","無","有","無","","","","091800H24000247","360606"
"2400215","通常","入庫済","2024/05/20","（有）嶋田車体","ｽｸﾗﾑ","LE-DG62T","DG62T-300719","200110","ﾎﾜｲﾄ系","44000","熊本","41","ま","787","無","","無","無","無","無","","","","091800H24000215","360522"
"2400256","通常","入庫済","2024/06/15","日産人吉　営業","ｷｭｰﾌﾞ","UA-BZ11","BZ11-070778","200304","ｼﾙﾊﾞｰ系","50000","熊本","500","ほ","6567","有","有","有","有","有","無","","","","091800H24000256","360613"
"2400261","通常","入庫済","2024/06/17","日産人吉　営業","ﾊﾟｯｿ","DBA-KGC30","KGC30-0204609","201412","ﾌﾞﾗｳﾝ系","50000","熊本","530","せ","6715","有","有","有","有","有","有","","","","091800H24000261","360619"
"2400202","通常","入庫済","2024/05/11","車買取専門店　チェレステ　人吉店","ｽﾃｯﾌﾟﾜｺﾞﾝ","DBA-RK5","RK5-1008506","200912","ﾎﾜｲﾄﾊﾟｰﾙ系","62800","熊本","502","ひ","3237","有","有","有","有","有","","","","","091800H24000202","360509"
"2400220","通常","入庫済","2024/05/22","株式会社イチネン 業務本部業務部 契約管理二課","ﾊｲｾﾞｯﾄ","EBD-S321V","S321V-0020016","200809","ﾎﾜｲﾄ系","33000","熊本","480","く","1822","有","有","無","無","無","有","","","","091800H24000220","360528"
"2400279","通常","入庫済","2024/06/27","有限会社 浪辺自動車工業","ﾗｲﾌ･ﾀﾞﾝｸ","LA-JB3","JB3-1018247","200101","ﾎﾜｲﾄﾊﾟｰﾙ系","30000","熊本","585","て","23","有","有","無","無","無","無","","","","091800H24000279","360637"
"2400277","通常","入庫済","2024/06/25","全損残価評価システム","ﾐﾗ･ｲｰｽ","DBA-LA350S","LA350S-0024317","201707","ﾌﾞﾙｰ系","27500","熊本","581","は","2261","有","有","無","無","無","有","","","","091800H24000277","360635"
"2400241","通常","入庫済","2024/06/01","(名)宮村商店","ﾜｺﾞﾝR","CBA-MH21S","MH21S-194323","200404","ﾎﾜｲﾄﾊﾟｰﾙ系","42900","熊本","53","さ","9597","有","有","無","無","無","無","","","","091800H24000241","360601"
"2400253","通常","入庫済","2024/06/15","全損残価評価システム","ﾑｰﾌﾞ･ｶｽﾀﾑ","DBA-LA150S","LA150S-0126186","201804","ﾌﾞﾙｰ系","33000","熊本","581","ほ","5246","有","有","無","無","無","有","","","","091800H24000253","360615"
"2400258","通常","入庫済","2024/06/15","（株）カーライフ","ｱﾙﾄ","DBA-HA35S","HA35S-178913","201404","ﾌﾞﾙｰ系","38500","熊本","582","す","7363","有","有","無","無","無","有","","","","091800H24000258","360616"
"2400260","通常","入庫済","2024/06/17","株式会社　エール","ﾀﾝﾄ","DBA-LA600S","LA600S-0562932","201706","ﾌﾞﾗｯｸ系","38500","熊本","582","け","9315","有","有","無","無","無","無","","","","091800H24000260","360618"
"2400213","通常","入庫済","2024/05/19","全損残価評価システム","ﾌﾘｰﾄﾞ","DBA-GB3","GB3-1050460","200812","ﾎﾜｲﾄ系","38500","熊本","501","ぬ","4667","有","有","無","無","無","有","","","","091800H24000213","360521"
"2400255","通常","入庫済","2024/06/15","（有）平山モータース","ﾗｲﾌ","DBA-JC1","JC1-1101658","200910","ｼﾙﾊﾞｰ系","38500","熊本","580","の","507","有","有","無","無","無","無","","","","091800H24000255","360612"
"2400230","通常","入庫済","2024/05/25","ｽｽﾞｷアリーナ八代","ｴﾌﾞﾘｨ","EBD-DA64V","DA64V-458028","201102","ﾌﾞﾗｯｸ系","44000","熊本","483","て","1717","無","抹消原本","無","無","無","無","","","","091800H24000230","360536"
"2400216","通常","入庫済","2024/05/20","亀崎モータース","ｶﾙﾃﾞｨﾅ","CBA-ZZT241W","ZZT241-0028020","200605","ｼﾙﾊﾞｰ系","60000","熊本","300","ふ","243","無","抹消コピー","無","無","無","無","","","","091800H24000216","360523"
"2400278","通常","入庫済","2024/06/27","全損残価評価システム","ｱﾙﾄ･ﾗﾊﾟﾝ","DBA-HE33S","HE33S-259511","202010","ｲｴﾛｰ系","55000","熊本","582","う","1484","有","有","無","無","無","有","","","","091800H24000278","360636"
"2400273","通常","入庫済","2024/06/21","ガレージセブン","ﾀﾝﾄ･ｴｸﾞｾﾞ","DBA-L455S","L455S-0053140","201108","ﾋﾟﾝｸ系","38500","熊本","582","え","356","有","有","無","無","無","無","","","","091800H24000273","360631"
"2400275","通常","入庫済","2024/06/24","（有）カーショップミヤモト","ｱｸﾃｨ","V-HA3","HA3-2104425","199406","ﾎﾜｲﾄ系","30000","熊本","41","す","5184","有","有","無","無","無","無","","","","091800H24000275","360633"
"2400252","通常","入庫済","2024/06/14","個人","R2","CBA-RC1","RC1-014904","200405","ﾌﾞﾗｯｸ系","15000","熊本","53","す","3299","無","抹消原本","無","無","無","無","","","","091800H24000252","360610"
"2400282","通常","入庫済","2024/06/28","日産人吉　営業","ﾓｺ","DBA-MG33S","MG33S-600012","201106","ﾌﾞﾗｳﾝ系","35000","熊本","583","あ","2214","有","有","無","無","無","無","","","","091800H24000282","360640"
"2400271","通常","入庫済","2024/06/20","個人","ﾐﾗ","TA-L700S","L700S-0219061","200106","ｼﾙﾊﾞｰ系","25000","熊本","582","あ","6243","有","有","無","無","無","無","","","","091800H24000271","360629"
"2400222","通常","入庫済","2024/05/22","株式会社イチネン 業務本部業務部 契約管理二課","ﾊｲｾﾞｯﾄ","EBD-S321V","S321V-0023126","200809","ﾎﾜｲﾄ系","33000","熊本","480","く","1823","有","有","無","無","無","有","","","","091800H24000222","360530"
"2400224","通常","入庫済","2024/05/23","個人","ﾜｺﾞﾝR","CBA-MH22S","MH22S-612296","200802","ﾎﾜｲﾄﾊﾟｰﾙ系","30000","熊本","580","ふ","8690","有","有","無","無","無","無","","","","091800H24000224","360532"
"2400269","通常","入庫済","2024/06/19","全損残価評価システム","ｱﾙﾄ･ﾗﾊﾟﾝ","DBA-HE22S","HE22S-146569","201001","ﾋﾟﾝｸ系","27500","熊本","580","は","485","有","","無","無","無","有","","","","091800H24000269","360627"
"2400194","通常","入庫済","2024/05/01","個人","ﾗｲﾌ","DBA-JB5","JB5-4703341","200611","ﾌﾞﾗｯｸ系","27000","熊本","581","と","4613","有","有","無","無","無","無","","","","091800H24000194","360502"
"2400262","通常","入庫済","2024/06/17","個人","ｱﾙﾄ","DBA-HA36S","HA36S-242254","201507","ﾌﾞﾙｰ系","130000","熊本","581","た","8348","有","有","無","無","無","有","","","","091800H24000262","360620"
"2400232","通常","入庫済","2024/05/25","ｽｽﾞｷアリーナ八代","ｳﾞｫｸｼｰ","DBA-ZRR70G","ZRR70-0257182","200910","ﾎﾜｲﾄﾊﾟｰﾙ系","88000","熊本","502","た","5024","無","抹消原本","無","無","無","無","","","","091800H24000232","360538"
"2400280","通常","入庫済","2024/06/27","有限会社 浪辺自動車工業","ﾌｧｲﾀｰ","PA-FK61FK","FK61FK-770866","200412","ﾎﾜｲﾄ系","250000","熊本","100","あ","2889","有","有","有","有","有","無","","","","091800H24000280","360638"
"2400217","通常","入庫済","2024/05/21","個人","ﾓﾋﾞﾘｵ･ｽﾊﾟｲｸ","DBA-GK1","GK1-1205083","200602","ﾎﾜｲﾄﾊﾟｰﾙ系","37000","熊本","501","な","2945","有","有","有","有","有","無","","","","091800H24000217","360524"
"2400231","通常","入庫済","2024/05/25","ｽｽﾞｷアリーナ八代","ﾐﾆ(BMW)","ABA-ML16","WMWML32060TM93444","200804","ﾎﾜｲﾄ系","55000","熊本","599","ち","6589","無","抹消原本","無","無","無","無","","","","091800H24000231","360537"
"2400197","通常","入庫済","2024/05/01","全損残価評価システム","ｷｬｽﾄ","DBA-LA250S","LA250S-0078645","201611","ﾜｲﾝ系","38500","熊本","581","に","9918","有","有","無","無","無","有","","","","091800H24000197","360501"
"2400226","破砕ストップ","入庫済","2024/05/27","日産人吉　営業","ｴｸｽﾄﾚｲﾙ","DAA-HNT32","HNT32-100807","201505","ﾎﾜｲﾄﾊﾟｰﾙ系","220000","熊本","334","せ","319","有","有","有","有","有","","","","","091800H24000226","360539"
"2400286","通常","入庫済","2024/07/02","ガレージセブン","ｱｸﾃｨ","V-HA4","HA4-2421006","199901","ﾎﾜｲﾄ系","33000","熊本","480","す","8341","有","有","無","無","無","無","","","","091800H24000286","360701"
"2400203","通常","入庫済","2024/05/11","個人","ｾﾞｽﾄ","DBA-JE1","JE1-1411370","201204","ﾌﾞﾗｯｸ系","27000","熊本","582","ろ","6942","有","有","無","無","無","無","","","","091800H24000203","360511"
"2400233","通常","入庫済","2024/05/29","（有）平山モータース","ﾗｲﾄｴｰｽ","KB-CM51","CM51-0023308","199504","ﾎﾜｲﾄ系","150000","熊本","46","な","6620","有","有","有","有","有","無","","","","091800H24000233","360541"
"2400244","通常","入庫済","2024/06/03","日産人吉　営業","ｷｭｰﾌﾞ","DBA-Z12","Z12-001744","200901","ﾎﾜｲﾄﾊﾟｰﾙ系","60000","熊本","530","た","2410","無","抹消原本","無","無","無","無","","","","091800H24000244","360604"
"2400245","通常","入庫済","2024/06/05","全損残価評価システム","ﾐﾗ","LE-L700V","L700V-0111357","200112","ﾎﾜｲﾄ系","27500","熊本","480","き","1038","有","有","無","無","無","有","","","","091800H24000245","360605"
"2400265","通常","入庫済","2024/06/18","石崎鈑金塗装","ｱﾄﾗｽ","KG-SP2F23","P2F23-056039","200006","ﾎﾜｲﾄ系","150000","熊本","400","さ","8870","有","有","有","有","有","無","","","","091800H24000265","360623"
"2400257","通常","入庫済","2024/06/15","（有）平山モータース","ﾜｺﾞﾝR","CBA-MH21S","MH21S-887225","200603","ｼﾙﾊﾞｰ系","38500","熊本","580","き","8106","有","有","無","無","無","無","","","","091800H24000257","360614"
"2400246","通常","入庫済","2024/05/30","全損残価評価システム","ﾜｺﾞﾝR","5AA-MH95S","MH95S-101830","202004","ﾎﾜｲﾄ系","265870","熊本","583","の","3378","有","有","無","無","無","有","","","","091800H24000246","360544"
"2400287","通常","入庫済","2024/07/03","個人","ﾀﾝﾄ","CBA-L350S","L350S-0317011","200708","ﾌﾞﾗｯｸ系","27000","熊本","580","そ","3027","有","有","無","無","無","無","","","","091800H24000287","360702"
"2400270","通常","入庫済","2024/06/20","個人","ﾐﾗ･ｼﾞｰﾉ","DBA-L650S","L650S-0012295","200504","ｸﾞﾚｰ系","25000","熊本","584","や","902","無","抹消原本","無","無","無","無","","","","091800H24000270","360628"
"2400206","通常","入庫済","2024/05/15","（株）カーライフ","ｱﾙﾄ","DBA-HA24S","HA24S-620503","200904","ﾌﾞﾗｳﾝ系","38500","熊本","580","ぬ","1359","有","有","無","無","無","無","","","","091800H24000206","360514"
"2400207","通常","入庫済","2024/05/15","（株）カーライフ","ﾑｰﾌﾞ･ｶｽﾀﾑ","DBA-L175S","L175S-1051150","200706","ｺﾞｰﾙﾄﾞ系","38500","熊本","581","ほ","2273","有","有","無","無","無","無","","","","091800H24000207","360515"
"2400195","通常","入庫済","2024/05/01","個人","R2","CBA-RC1","RC1-065239","200504","ﾌﾞﾙｰ系","15000","熊本","580","い","3988","有","有","無","無","無","無","","","","091800H24000195","360503"
"2400200","通常","入庫済","2024/05/02","熊本石油㈱　北八代給油所","ﾊﾟｯｿ","DBA-KGC30","KGC30-0067762","201106","ｸﾞﾘｰﾝ系","50000","熊本","501","ほ","8555","有","有","有","有","有","無","","","","091800H24000200","360507"
"2400236","通常","入庫済","2024/05/30","個人","ﾗｲﾌ","DBA-JC1","JC1-1050153","200905","ﾎﾜｲﾄﾊﾟｰﾙ系","27000","熊本","580","ぬ","3307","有","有","無","無","無","無","","","","091800H24000236","360545"
"2400208","通常","入庫済","2024/05/17","全損残価評価システム","ﾌﾟﾘｳｽ","DAA-NHW20","NHW20-3562785","201002","ｼﾙﾊﾞｰ系","110000","熊本","300","も","6706","有","有","無","無","無","有","","","","091800H24000208","360516"
"2400209","通常","入庫済","2024/05/17","個人","ekﾜｺﾞﾝ","DBA-H82W","H82W-0928622","200910","ﾋﾟﾝｸ系","25000","熊本","581","と","3944","有","有","無","無","無","無","","","","091800H24000209","360517"
"2400250","通常","入庫済","2024/06/12","個人","ﾊｲｾﾞｯﾄ","EBD-S321V","S321V-0099287","201101","ｼﾙﾊﾞｰ系","27000","熊本","481","ろ","2039","有","有","無","無","無","無","","","","091800H24000250","360608"
"2400205","通常","入庫済","2024/05/15","（有）嶋田車体","N-WGN","DBA-JH1","JH1-1053634","201403","ｼﾙﾊﾞｰ系","55000","熊本","583","か","7266","有","有","無","無","無","有","","","","091800H24000205","360513"
"2400274","通常","入庫済","2024/06/22","日産人吉　営業","ﾉｱ","DBA-ZRR70G","ZRR70-0218575","200906","ｼﾙﾊﾞｰ系","80000","熊本","530","と","3140","有","有","","","","無","","","","091800H24000274","360632"
"2400211","通常","入庫済","2024/05/18","個人","ｴｸｼｰｶﾞ","DBA-YA4","YA4-015054","201103","ｼﾙﾊﾞｰ系","35000","熊本","334","る","512","有","有","有","有","有","無","","","","091800H24000211","360520"
"2400240","通常","入庫済","2024/05/31","個人","ﾀﾝﾄ","CBA-L350S","L350S-0098528","200502","ｺﾞｰﾙﾄﾞ系","25000","熊本","581","ほ","8820","有","有","無","無","無","無","","","","091800H24000240","360549"
"2200217","通常","入庫済","2022/04/21","個人","ｱﾙﾄ･ﾗﾊﾟﾝ","UA-HE21S","HE21S-433766","200312","ﾌﾞﾙｰ系","35000","熊本","582","い","6186","有","有","無","無","無","無","","","","091800H22000217","340425"
"2200244","通常","入庫済","2022/05/09","吉見自動車","ekﾜｺﾞﾝ","UA-H81W","H81W-0503497","200305","ｼﾙﾊﾞｰ系","35000","熊本","53","き","9011","有","有","無","無","無","無","","","","091800H22000244","340509"
"2200232","通常","入庫済","2022/04/30","(株) ゼロワン　コーダSS","ﾜｺﾞﾝR","CBA-MH21S","MH21S-335315","200505","ﾎﾜｲﾄ系","35000","熊本","580","い","6277","有","有","無","無","無","無","","","","091800H22000232","340439"
"2200234","通常","入庫済","2022/04/30","個人","ﾀﾝﾄ","CBA-L350S","L350S-0323879","200710","ﾎﾜｲﾄﾊﾟｰﾙ系","16100","熊本","582","も","1","有","有","無","有","有","無","","","","091800H22000234","340441"
"2200271","通常","入庫済","2022/05/28","人吉ロードサービス","ｻﾝﾊﾞｰ","V-KS3","KS3-143898","199811","ﾎﾜｲﾄ系","35000","熊本","41","ね","4658","有","有","無","無","無","無","","","","091800H22000271","340538"
"2200235","通常","入庫済","2022/04/30","プリンス水俣営業","ﾓｺ","DBA-MG22S","MG22S-384616","201011","ﾎﾜｲﾄﾊﾟｰﾙ系","35000","熊本","583","う","2523","有","有","","","","有","","","","091800H22000235","340442"
"2200259","通常","入庫済","2022/05/17","中山車両整備工場","ｷｬﾘｰ","GD-DA52T","DA52T-193472","200004","ﾎﾜｲﾄ系","35000","熊本","41","ひ","1993","無","抹消原本","無","無","無","無","","","","091800H22000259","340524"
"2200248","通常","入庫済","2022/05/11","（有）平田鈑金塗装工場","ﾊﾟｯｿ","DBA-KGC10","KGC10-0296982","200911","ｼﾙﾊﾞｰ系","40000","熊本","502","ち","3037","有","有","有","有","有","有","","","","091800H22000248","340513"
"2200222","通常","入庫済","2022/04/22","（株）ＪＵＳＴ","ﾊｲｾﾞｯﾄ","LE-S320V","S320V-0050640","200606","ﾎﾜｲﾄ系","35000","熊本","480","え","6721","無","抹消原本","無","無","無","無","","","","091800H22000222","340429"
"2200223","通常","入庫済","2022/04/22","（株）ＪＵＳＴ","ﾀﾝﾄ","DBA-L375S","L375S-0123872","200811","ﾌﾞﾗｯｸ系","35000","熊本","586","ま","101","無","抹消原本","無","無","無","無","","","","091800H22000223","340430"
"2200240","通常","入庫済","2022/05/06","日産人吉　営業","ｽﾄﾘｰﾑ","CBA-RN1","RN1-2014783","200504","","50000","熊本","599","ち","2525","有","有","","","","無","","","","091800H22000240","340504"
"2200246","通常","入庫済","2022/05/10","全損残価評価システム","bB","DBA-QNC20","QNC20-0013498","200611","ﾊﾟｰﾌﾟﾙ系","35000","熊本","501","ち","7013","有","有","無","無","無","有","","","","091800H22000246","340511"
"2200224","通常","入庫済","2022/04/23","個人","ｱﾙﾄ","CBA-HA24S","HA24S-150386","200505","ｸﾞﾘｰﾝ系","17000","熊本","580","こ","2155","有","有","無","無","無","無","","","","091800H22000224","340431"
"2200225","通常","入庫済","2022/04/23","個人","ﾏｰｸ2","E-GX90","GX90-6625866","199504","ﾎﾜｲﾄﾊﾟｰﾙ系","27000","熊本","33","ふ","698","有","有","有","有","有","無","","","","091800H22000225","340432"
"2200251","通常","入庫済","2022/05/12","カーライフ　個人","ﾜｺﾞﾝR","CBA-MH21S","MH21S-341768","200503","ｼﾙﾊﾞｰ系","35000","熊本","580","い","1462","有","有","","無","無","無","","","","091800H22000251","340515"
"2200238","通常","入庫済","2022/05/02","個人","ﾊｲｾﾞｯﾄ","V-S100V","S100V-057166","199603","ﾎﾜｲﾄ系","20000","熊本","480","せ","1889","無","抹消原本","無","無","無","無","","","","091800H22000238","340502"
"2200255","通常","入庫済","2022/05/16","（有）平山モータース","ｽｸﾗﾑ","LE-DG62V","DG62V-302454","200207","ﾎﾜｲﾄ系","35000","熊本","480","ち","5662","有","有","無","無","無","無","","","","091800H22000255","340520"
"2200281","通常","入庫済","2022/05/31","（有）嶋田車体","ｱﾙﾄ･ﾗﾊﾟﾝ","DBA-HE22S","HE22S-123444","200906","ｲｴﾛｰ系","35000","熊本","580","ぬ","5315","無","コピー","無","無","無","無","","","","091800H22000281","340546"
"2200272","通常","入庫済","2022/05/30","ネッツトヨタ熊本　人吉店","ｱｸﾃｨ","V-HA3","HA3-2323323","199706","ﾎﾜｲﾄ系","35000","熊本","480","に","7547","無","コピー","無","無","無","無","","","","091800H22000272","340539"
"2200262","通常","入庫済","2022/05/19","全損残価評価システム","ﾑｰﾌﾞ･ｶｽﾀﾑ","CBA-L152S","L152S-0039433","200605","ｼﾙﾊﾞｰ系","27500","熊本","580","く","1960","有","有","無","無","無","有","","","","091800H22000262","340527"
"2200264","通常","入庫済","2022/05/20","日産人吉　営業","ｻﾝﾊﾞｰ","V-KV3","KV3-136066","199406","ﾎﾜｲﾄ系","25000","熊本","480","な","8158","有","有","無","無","無","有","","","","091800H22000264","340529"
"2200208","通常","入庫済","2022/04/14","個人","ﾌｨｯﾄ","DBA-GE6","GE6-1390882","201008","ﾌﾞﾗｯｸ系","20000","熊本","501","も","8024","有","有","有","有","有","無","","","","091800H22000208","340417"
"2200219","通常","入庫済","2022/04/12","フェニックスガレージ","ｽﾌﾟﾗｯｼｭ","DBA-XB32S","TSMEXB32S00255371","200905","ﾌﾞﾙｰ系","44000","熊本","501","の","8973","無","抹消原本","無","無","無","無","","","","091800H22000219","340414"
"2200250","通常","入庫済","2022/05/13","個人","ﾜｺﾞﾝR･ｽﾃｨﾝｸﾞﾚｰ","DBA-MH23S","MH23S-579660","201007","ﾎﾜｲﾄﾊﾟｰﾙ系","15000","熊本","582","ろ","1850","有","有","無","無","無","無","","","","091800H22000250","340516"
"2200210","通常","入庫済","2022/04/15","カーライフ　個人","ﾜｺﾞﾝR","DBA-MH22S","MH22S-304531","200710","ﾌﾞﾗｯｸ系","35000","熊本","580","そ","8124","有","有","無","無","無","無","","","","091800H22000210","340418"
"2200211","通常","入庫済","2022/04/16","（株）ＪＵＳＴ","ｾﾞｽﾄ","DBA-JE1","JE1-1053349","200703","ﾌﾞﾗｯｸ系","35000","熊本","580","て","3933","無","抹消原本","無","無","無","無","","","","091800H22000211","340419"
"2200257","通常","入庫済","2022/05/16","個人","ｶﾛｰﾗ･ﾙﾐｵﾝ","DBA-ZRE152N","ZRE152-1075539","200811","ﾎﾜｲﾄ系","50000","熊本","301","つ","7952","有","有","有","有","有","無","","","","091800H22000257","340522"
"2200242","通常","入庫済","2022/05/07","個人","ﾌﾟﾘｳｽ","DAA-ZVW30","ZVW30-5009711","200905","ｼﾙﾊﾞｰ系","52000","熊本","301","せ","7938","有","有","有","有","有","有","","","","091800H22000242","340506"
"2200263","破砕ストップ","入庫済","2022/05/19","個人","ﾀｲﾀﾝ","KG-SY56T","SY56T-101213","200106","ﾎﾜｲﾄ系","100000","熊本","400","つ","2934","有","有","有","有","有","有","","","","091800H22000263","340528"
"2200229","通常","入庫済","2022/04/26","プリンス水俣営業","ﾃﾞｲｽﾞ","DBA-B21W","B21W-0070436","201311","ﾎﾜｲﾄﾊﾟｰﾙ系","40000","熊本","582","い","3851","有","有","無","無","無","有","","","","091800H22000229","340434"
"2200215","通常","入庫済","2022/04/20","個人","ﾊﾟｼﾞｪﾛ･ﾐﾆ","GF-H53A","H53A-0111067","200009","ﾎﾜｲﾄ系","15000","熊本","53","そ","1452","有","有","無","無","無","無","","","","091800H22000215","340423"
