"入庫番号","ステータス","状態","引取完了日","依頼元","車名","認定型式","車台番号","年式","車色","見積金額","登録番号１","登録番号２","登録番号３","登録番号４","NO","車証","印証","委任","譲渡","自賠","返却部品","営業担当者","入庫場所","引取車輌番号","自社管理番号"
"2000309","通常","入庫済","2020/04/04","（有）桑原モータース","ｴﾘｵ","ABA-RD51S","RD51S-200565","200503","ｼﾙﾊﾞｰ系","22000","熊本","300","の","4977","無","抹消原本","無","無","無","無","","","","091800H20000309","320419"
"2000314","通常","入庫済","2020/04/04","（有）桑原モータース","ｻﾞｯﾂ","ABA-JD1","JD1-1109812","200501","ﾎﾜｲﾄ系","11000","熊本","581","ほ","7296","無","無","","","","無","","","","091800H20000310","320420"
"2000433","通常","入庫済","2020/06/08","ｽｽﾞｷアリーナ八代","ﾗｲﾌ","DBA-JC1","JC1-1047493","200907","ﾎﾜｲﾄﾊﾟｰﾙ系","11000","熊本","580","ね","545","無","抹消原本","無","無","無","無","","","","091800H20000433","320617"
"2000437","通常","入庫済","2020/06/08","（有）桑原モータース","ﾜｺﾞﾝR","UA-MC22S","MC22S-549594","200308","ﾎﾜｲﾄ系","11000","熊本","581","さ","3878","無","抹消原本","無","無","無","無","","","","091800H20000437","320622"
"2000278","通常","入庫済","2020/03/31","有限会社　肥後新ボデー","ﾓｺ","UA-MG21S","MG21S-319554","200302","ｼﾙﾊﾞｰ系","10000","熊本","53","か","6817","無","抹消原本","無","無","無","無","","","","091800H20000278","3203D6"
"2000430","通常","入庫済","2020/06/13","個人","ﾑｰﾌﾞ","DBA-L150S","L150S-0210748","200505","ﾎﾜｲﾄ系","5000","熊本","581","の","1892","有","有","無","無","無","無","","","","091800H20000430","320631"
"2000398","通常","入庫済","2020/05/22","日産人吉　営業","ﾃｨｱﾅ","CBA-J32","J32-102335","200912","ﾎﾜｲﾄﾊﾟｰﾙ系","40000","熊本","301","た","1526","有","有","有","有","有","有","","","","091800H20000398","320544"
"2000382","通常","入庫済","2020/05/15","全損残価評価システム","ｷｬｽﾄ","DBA-LA250S","LA250S-0097087","201704","ﾌﾞﾙｰ系","55000","熊本","583","そ","1914","有","有","無","無","無","有","","","","091800H20000382","320528"
"2000277","通常","入庫済","2020/03/26","(株) ゼロワン　コーダSS","ｽﾄﾘｰﾑ","CBA-RN1","RN1-2014769","200503","ﾌﾞﾗｯｸ系","20000","熊本","502","な","1425","無","抹消原本","無","無","無","無","","","","091800H20000277","3203B3"
"2000384","通常","入庫済","2020/05/16","くるま屋買取りセンター","ｱﾙﾄ","LA-HA23S","HA23S-722765","200312","ｼﾙﾊﾞｰ系","11000","熊本","53","こ","981","無","コピー","無","無","無","無","","","","091800H20000384","320530"
"2000427","通常","入庫済","2020/06/10","ハロービックハロー八代","ｷｬﾘｰ","EBD-DA63T","DA63T-540294","200801","ﾎﾜｲﾄﾊﾟｰﾙ系","0","熊本","480","き","1396","有","有","無","無","無","無","","","","091800H20000427","320627"
"2000347","通常","入庫済","2020/04/28","（株）ＪＵＳＴ","ﾌｨｯﾄ","DBA-GE6","GE6-1025614","200803","ﾋﾟﾝｸ系","20000","熊本","501","な","3920","無","コピー","無","無","無","無","","","","091800H20000347","320463"
"2000353","通常","入庫済","2020/04/30","くまもと共済　熊本サービスセンター","ﾃｨｰﾀﾞ","DBA-C11","C11-414420","201106","ｺﾞｰﾙﾄﾞ系","20000","熊本","530","ち","2354","有","有","有","有","有","有","","","","091800H20000353","320465"
"2000303","通常","入庫済","2020/04/02","ｽｽﾞｷアリーナ八代","ｱﾙﾄ","DBA-HA24S","HA24S-548899","200705","ﾌﾞﾙｰ系","11000","熊本","580","せ","881","無","抹消原本","無","無","無","無","","","","091800H20000303","320411"
"2000399","通常","入庫済","2020/05/23","日産プリンス熊本販売（株） カーランド八代店","ﾑｰﾌﾞ","GF-L900S","L900S-0138705","200005","ﾎﾜｲﾄﾊﾟｰﾙ系","16500","熊本","581","そ","7509","無","抹消原本","無","無","無","無","","","","091800H20000399","320545"
"2000450","通常","入庫済","2020/06/04","株式会社はなまる","ﾀﾝﾄ","DBA-L375S","L375S-0030308","200803","ﾌﾞﾗｯｸ系","15400","熊本","581","め","1905","無","コピー","無","無","無","無","","村田眞一郎","","091800H20000450","320606"
"2000444","通常","入庫済","2020/06/17","日産人吉　営業","ｱﾙﾄ･ﾗﾊﾟﾝ","CBA-HE21S","HE21S-539172","200508","ﾎﾜｲﾄﾊﾟｰﾙ系","10000","熊本","580","う","7465","有","有","無","無","無","無","","","","091800H20000444","320635"
"2000445","通常","入庫済","2020/06/17","日産プラザソル（株） 販売支援部登録チーム","ﾉｰﾄ","DBA-E12","E12-361842","201506","ｼﾙﾊﾞｰ系","25000","熊本","502","す","9747","無","コピー","無","無","無","無","","","","091800H20000445","320634"
"2000420","通常","入庫済","2020/06/04","くるま屋買取りセンター","ﾜｺﾞﾝR","DBA-MH23S","MH23S-241126","201002","ﾋﾟﾝｸ系","11000","熊本","581","と","9689","無","コピー","無","無","無","無","","","","091800H20000420","320610"
"2000436","通常","入庫済","2020/06/08","ｽｽﾞｷアリーナ八代","ﾜｺﾞﾝR","CBA-MH21S","MH21S-378696","200506","ﾎﾜｲﾄﾊﾟｰﾙ系","11000","熊本","580","う","255","無","抹消原本","無","無","無","無","","","","091800H20000436","320620"
"2000424","通常","入庫済","2020/06/06","車検のコバック八代　千丁店","ekﾜｺﾞﾝ","DBA-H81W","H81W-1502999","200601","ｲｴﾛｰ系","10000","熊本","583","あ","2006","無","抹消原本","無","無","無","無","","","","091800H20000424","320614"
"2000452","通常","入庫済","2020/06/22","フェニックスガレージ","ｷｭｰﾌﾞ","DBA-YZ11","YZ11-075130","200711","ﾌﾞﾗｯｸ系","20000","熊本","502","さ","5714","有","有","有","有","有","無","","","","091800H20000452","320642"
"2000434","通常","入庫済","2020/06/08","（有）桑原モータース","ｽﾌﾟﾗｯｼｭ","DBA-XB32S","TSMEXB32S00308597","202004","ﾌﾞﾙｰ系","22000","熊本","501","ひ","2095","無","抹消原本","無","無","無","無","","","","091800H20000434","320619"
"2000438","通常","入庫済","2020/06/10","ｽｽﾞｷアリーナ八代","ｽﾃｯﾌﾟﾜｺﾞﾝ","DBA-RG1","RG1-1311189","200801","ﾎﾜｲﾄﾊﾟｰﾙ系","33000","熊本","501","と","9646","無","抹消原本","無","無","無","無","","","","091800H20000438","320629"
"2000432","通常","入庫済","2020/06/08","ｽｽﾞｷアリーナ八代","ﾍﾞﾝﾂ･A","DBA-169032","WDD1690322J939983","201106","ｼﾙﾊﾞｰ系","22000","熊本","301","つ","9753","無","抹消原本","無","無","無","無","","","","091800H20000432","320616"
"2000439","通常","入庫済","2020/06/09","ｽｽﾞｷアリーナ八代","ﾌﾘｰﾄﾞ","DBA-GB3","GB3-1160852","201001","ｸﾞﾚｰ系","22000","熊本","501","は","3531","無","抹消原本","無","無","無","無","","","","091800H20000439","320625"
"2000446","通常","入庫済","2020/06/18","個人","RVR","KD-N28W","N28W-5301414","199506","ﾚｯﾄﾞ系","0","熊本","51","も","6900","無","無","無","無","無","無","","","","091800H20000446","320636"
"2000449","通常","入庫済","2020/06/19","くるま屋買取りセンター","ﾐﾗ","GF-L700S","L700S-0184293","200101","ﾎﾜｲﾄ系","11000","熊本","580","ひ","9707","無","コピー","無","無","無","無","","","","091800H20000449","320640"
"2000442","通常","入庫済","2020/06/16","株式会社　高野クレーン工業","ｱｸﾃｨ","V-HA3","HA3-2326303","199706","ﾎﾜｲﾄ系","10000","熊本","41","な","2866","無","有","無","無","無","無","","","","091800H20000442","320633"
"2000440","通常","入庫済","2020/06/08","（有）桑原モータース","ｴﾌﾞﾘｨ","GD-DA52V","DA52V-169482","200002","ｼﾙﾊﾞｰ系","11000","熊本","480","ぬ","7565","無","抹消原本","無","無","無","無","","","","091800H20000440","320621"
"2000369","通常","入庫済","2020/05/07","ｽｽﾞｷアリーナ八代","ﾜｺﾞﾝR","UA-MC22S","MC22S-514673","200303","ﾌﾞﾗｯｸ系","11000","熊本","53","く","4511","無","抹消原本","無","無","無","無","","","","091800H20000369","320509"
"2000441","通常","入庫済","2020/06/16","株式会社　高野クレーン工業","ｸﾘｯﾊﾟｰ","GBD-U71T","U71T-0102177","200503","ﾎﾜｲﾄ系","10000","熊本","480","あ","3057","有","有","無","無","無","","","","","091800H20000441","320632"
"2000428","通常","入庫済","2020/06/10","個人","ﾑｰﾌﾞ･ｶｽﾀﾑ","LA-L152S","L152S-0008733","200305","ﾎﾜｲﾄﾊﾟｰﾙ系","10000","熊本","581","ろ","7291","無","有","無","無","無","無","","","","091800H20000428","320628"
"2000426","通常","入庫済","2020/06/09","フェニックスガレージ","ｱﾄﾚｰ･7","TA-S221G","S221G-0011102","200112","ﾎﾜｲﾄ系","20000","熊本","501","め","1775","有","有","有","有","有","無","","","","091800H20000426","320624"
"2000344","通常","入庫済","2020/04/28","日産人吉　営業","ｲﾝｻｲﾄ","DAA-ZE2","ZE2-1124542","200905","ﾎﾜｲﾄ系","20000","熊本","501","ね","4464","有","有","無","","有","無","","","","091800H20000344","320460"
"2000365","通常","入庫済","2020/05/08","(株) ゼロワン　コーダSS","ﾀｳﾝﾎﾞｯｸｽ","TA-U61W","U61W-0402359","200305","ｼﾙﾊﾞｰ系","10000","熊本","580","そ","5741","無","コピー","無","無","無","無","","","","091800H20000365","320516"
"2000443","通常","入庫済","2020/06/10","個人","ﾗｲﾄｴｰｽ･ﾉｱ","E-SR40G","SR40-0081642","199805","ﾎﾜｲﾄ系","30000","熊本","501","ら","9160","有","有","無","無","無","有","","","","091800H20000443","320626"
"2000351","通常","入庫済","2020/04/17","ｽｽﾞｷアリーナ八代","ﾜｺﾞﾝR･ｽﾃｨﾝｸﾞﾚｰ","CBA-MH22S","MH22S-507005","200704","ﾎﾜｲﾄﾊﾟｰﾙ系","11000","熊本","581","や","831","無","抹消原本","無","無","無","無","","","","091800H20000351","320437"
"2000405","通常","入庫済","2020/05/26","株式会社　ベストワン","ﾀﾝﾄ","CBA-L350S","L350S-0139944","200509","ﾌﾞﾗｯｸ系","10000","熊本","580","ゆ","6801","無","有","無","無","無","有","","","","091800H20000405","320551"
"2000447","通常","入庫済","2020/06/18","日産人吉　営業","ｴﾙｸﾞﾗﾝﾄﾞ","CBA-NE51","NE51-151431","200603","ﾌﾞﾗｯｸ系","40000","熊本","330","せ","8092","有","有","有","有","有","有","","","","091800H20000447","320638"
"2000361","通常","入庫済","2020/05/07","全損残価評価システム","ﾑｰﾌﾞ･ｶｽﾀﾑ","DBA-LA150S","LA150S-0179185","201812","ﾌﾞﾙｰ系","33000","熊本","583","く","7105","有","有","無","無","無","有","","","","091800H20000361","320507"
"2000414","通常","入庫済","2020/06/02","個人","ｷｬﾘｰ","LE-DA62T","DA62T-338562","200203","ﾎﾜｲﾄ系","5000","熊本","41","ま","8165","有","有","無","無","無","無","","","","091800H20000414","320603"
"2000435","通常","入庫済","2020/06/08","（有）桑原モータース","ﾜｺﾞﾝR","LA-MC22S","MC22S-177828","200105","ｼﾙﾊﾞｰ系","11000","熊本","50","よ","7928","無","抹消原本","無","無","無","無","","","","091800H20000435","320618"
"2000451","通常","入庫済","2020/06/22","十條石油（株）","ｱﾄﾚｰ","TA-S220G","S220G-0078526","200401","ｼﾙﾊﾞｰ系","10000","熊本","53","こ","6097","有","有","無","無","無","有","","","","091800H20000451","320641"
"2000425","破砕ストップ","入庫済","2020/06/09","ハロービックハロー八代","ﾀﾞｲﾅ","KC-LY131","LY131-0002653","199702","ﾎﾜｲﾄ系","80000","熊本","400","そ","3819","有","有","有","有","有","無","","","","091800H20000425","320623"
"2000429","通常","入庫済","2020/06/11","（有）嶋田車体","ｳﾞｨｯﾂ","UA-SCP10","SCP10-3311398","200207","ｼﾙﾊﾞｰ系","20000","熊本","501","も","7977","無","コピー","無","無","無","無","","","","091800H20000429","320630"
"2000415","通常","入庫済","2020/06/02","（株）ＪＵＳＴ","ｽﾃｯﾌﾟﾜｺﾞﾝ","DBA-RG1","RG1-1008245","200506","ﾎﾜｲﾄﾊﾟｰﾙ系","30000","熊本","501","ら","8691","無","コピー","無","無","無","無","","","","091800H20000415","320604"
"2000431","通常","入庫済","2020/06/06","（有）桑原モータース","ｱﾙﾄ･ﾗﾊﾟﾝ","CBA-HE21S","HE21S-609671","200704","ﾌﾞﾗｯｸ系","11000","熊本","581","ま","7954","無","抹消原本","無","無","無","無","","","","091800H20000431","320615"
"2000448","通常","入庫済","2020/06/18","個人","ﾀﾝﾄ","DBA-L375S","L375S-0572310","201208","ﾎﾜｲﾄﾊﾟｰﾙ系","0","熊本","583","か","8124","有","有","無","無","無","無","","","","091800H20000448","320639"
"2000336","通常","入庫済","2020/04/20","日産プリンス熊本販売（株） カーランド八代店","ﾜｺﾞﾝR","GF-MC21S","MC21S-844503","200004","ﾎﾜｲﾄ系","16500","熊本","581","た","7967","無","抹消原本","無","無","無","無","","","","091800H20000336","320444"
"2000335","通常","入庫済","2020/04/23","車検のコバック八代　千丁店","ﾜｺﾞﾝR","UA-MC22S","MC22S-521314","200304","ﾎﾜｲﾄ系","10000","熊本","581","け","4482","無","抹消原本","無","無","無","無","","","","091800H20000335","320452"
"2000357","通常","入庫済","2020/05/01","（株）カーライフ","ｱｸﾃｨ","GBD-HA6","HA6-1702434","200707","ﾎﾜｲﾄ系","11000","熊本","480","た","1010","無","抹消原本","無","無","無","無","","","","091800H20000357","320504"
"2000327","通常","入庫済","2020/04/20","亀崎モータース","ﾗｲﾌ","LA-JB1","JB1-8083992","200205","ﾎﾜｲﾄ系","10000","熊本","581","ほ","6788","無","コピー","無","無","無","無","","","","091800H20000327","320443"
"2000380","通常","入庫済","2020/05/15","株式会社はなまる","MRﾜｺﾞﾝ","CBA-MF21S","MF21S-430393","200511","ｸﾞﾘｰﾝ系","15400","なにわ","791","ろ","4720","有","有","無","無","無","有","","村田眞一郎","","091800H20000380","320526"
"2000390","通常","入庫済","2020/05/19","ハロービックハロー八代","ｽﾃｯﾌﾟﾜｺﾞﾝ","DBA-RG1","RG1-1015145","200507","ﾌﾞﾗｯｸ系","25000","熊本","500","ろ","1601","有","有","有","有","有","有","","","","091800H20000390","320537"
"2000391","通常","入庫済","2020/05/19","くるま屋買取りセンター","ﾗｲﾌ･ﾀﾞﾝｸ","LA-JB3","JB3-1201199","200212","ｸﾞﾚｰ系","11000","熊本","580","と","6899","無","コピー","無","無","無","無","","","","091800H20000391","320535"
"2000395","通常","入庫済","2020/05/22","（有）嶋田車体","ｾﾚﾅ","DBA-C25","C25-154275","200702","ﾎﾜｲﾄﾊﾟｰﾙ系","30000","熊本","501","め","766","無","コピー","無","無","無","無","","","","091800H20000395","320541"
"2000422","通常","入庫済","2020/06/05","マツダ八代インター　営業","ｽｸﾗﾑ","LE-DG63T","DG63T-107240","200208","ﾎﾜｲﾄ系","10000","熊本","480","く","1329","有","有","無","無","無","無","","","","091800H20000422","320612"
"2000413","通常","入庫済","2020/06/01","（有）カーショップミヤモト","ﾊｲｾﾞｯﾄ","GD-S210V","S210V-0015993","200005","ﾎﾜｲﾄ系","10000","熊本","480","そ","9867","有","有","無","無","無","無","","","","091800H20000413","320602"
"2000323","通常","入庫済","2020/04/17","（有）カーショップミヤモト","ﾌｨｯﾄ","UA-GD1","GD1-1709658","200307","ﾎﾜｲﾄﾊﾟｰﾙ系","20000","熊本","501","み","9204","有","有","有","有","有","無","","","","091800H20000323","320439"
"2000324","通常","入庫済","2020/04/17","（有）カーショップミヤモト","ﾑｰﾌﾞ･ｺﾝﾃ","DBA-L575S","L575S-0002766","200810","ﾋﾟﾝｸ系","10000","熊本","580","と","5292","有","有","無","無","無","有","","","","091800H20000324","320438"
"2000388","通常","入庫済","2020/05/19","個人","ｳｲﾝｸﾞﾛｰﾄﾞ","DBA-Y12","Y12-056130","200703","ﾌﾞﾙｰ系","15000","熊本","501","つ","7184","有","有","有","有","有","無","","","","091800H20000388","320534"
"2000421","通常","入庫済","2020/06/04","スーパーオートバックス　個人","ﾌﾟﾚﾏｼｰ","DBA-CREW","CREW-333419","200903","ｸﾞﾚｰ系","30000","熊本","334","そ","1128","有","有","有","有","有","有","","村田眞一郎","","091800H20000421","320611"
